600,Elliot Colburn,119,14,7,3,2,20822
601,Thomas Brake,119,14,7,3,5,20193
602,Ahmad Wattoo,119,14,7,3,1,6081
603,James Woudhuysen,119,14,7,3,3,1043
604,Tracey  Hague,119,14,7,3,7,759
605,Ashley Dickenson,119,14,7,3,26,200
606,Rebecca Harris,120,17,9,3,2,33971
607,Katie Curtis,120,17,9,3,1,7337
608,John  Howson,120,17,9,3,5,2969
609,Philippa Whitford,121,3,2,2,8,21486
610,Derek Stillie,121,3,2,2,2,16182
611,Louise McPhater,121,3,2,2,1,6583
612,Emma Farthing,121,3,2,2,5,2283
613,Mel Stride,122,45,10,3,2,32095
614,Lisa  Robillard Webb,122,45,10,3,1,14374
615,Alison  Eden ,122,45,10,3,5,8770
616,Andy  Williamson,122,45,10,3,7,2833
617,Dan Poulter,123,40,9,3,2,35253
618,Emma Bonner-Morgan,123,40,9,3,1,11862
619,James  Sandbach,123,40,9,3,5,6485
620,Daniel Pratt,123,40,9,3,7,2650
621,Ben Lake,124,44,1,1,4,15208
622,Amanda Jenner,124,44,1,1,2,8879
623,Mark Williams,124,44,1,1,5,6975
624,Dinah Mulholland,124,44,1,1,1,6317
625,Gethin James,124,44,1,1,3,2063
626,Chris Simpson,124,44,1,1,7,663
627,Edward Argar,125,31,6,3,2,35121
628,Gary Godden,125,31,6,3,1,12724
629,Kate Tipton,125,31,6,3,5,4856
630,Laurie Needham,125,31,6,3,7,2664
631,Tracey Crouch,126,11,3,3,2,28856
632,Vince Maple,126,11,3,3,1,10316
633,David Naghi,126,11,3,3,5,2866
634,Geoff Wilkinson,126,11,3,3,7,1090
635,John Wesley Gibson,126,11,3,3,26,212
636,Mary Robinson,127,6,5,3,2,25694
637,Tom Morrison,127,6,5,3,5,23358
638,Zahid Chauhan,127,6,5,3,1,6851
639,Vicky Ford,128,17,9,3,2,31934
640,Marie Goldman,128,17,9,3,5,14313
641,Penny Richards,128,17,9,3,1,10295
642,Mark Lawrence,128,17,9,3,9,580
643,Greg Hands,129,14,7,3,2,23345
644,Nicola Horlick,129,14,7,3,5,12104
645,Matt  Uberoi,129,14,7,3,1,10872
646,Sam Morland,129,14,7,3,23,500
647,Alex Chalk,130,46,10,3,2,28486
648,Max  Wilkinson ,130,46,10,3,5,27505
649,George  Penny ,130,46,10,3,1,2921
650,George  Ridgeon ,130,46,10,3,9,445
651,Cheryl Gillan,131,12,3,3,2,30850
652,Dan Gallagher,131,12,3,3,5,14627
653,Matt Turmaine,131,12,3,3,1,7166
654,Alan Booth,131,12,3,3,7,3042
655,Toby Perkins,132,7,6,3,1,18171
656,Leigh Higgins,132,7,6,3,2,16720
657,John Scotting,132,7,6,3,3,4771
658,Emily Coy,132,7,6,3,5,3985
659,Neil  Jackson,132,7,6,3,7,1148
660,John Daramy,132,7,6,3,6,391
661,Gillian Keegan,133,9,3,3,2,35402
662,Kate O'Kelly,133,9,3,3,5,13912
663,Jay Morton,133,9,3,3,1,9069
664,Heather Barrie,133,9,3,3,7,2527
665,Adam Brown,133,9,3,3,41,224
666,Andrew Emerson,133,9,3,3,42,109
667,Iain Duncan Smith,134,14,7,3,2,23481
668,Faiza Shaheen,134,14,7,3,1,22219
669,Geoff Seeff,134,14,7,3,5,2744
670,Michelle Donelan,135,47,10,3,2,30994
671,Helen  Belcher,135,47,10,3,5,19706
672,Martha Anachury,135,47,10,3,1,6399
673,Theresa Villiers,136,14,7,3,2,25745
674,Emma Whysall,136,14,7,3,1,24533
675,Isabelle Parasram,136,14,7,3,5,5932
676,Gabrielle Bailey,136,14,7,3,7,1288
677,John Sheffield,136,14,7,3,43,71
678,Lindsay Hoyle,137,27,5,3,44,26831
679,Mark Brexit-Smith,137,27,5,3,6,9439
680,James Melling,137,27,5,3,7,3600
681,Christopher Chope,138,32,10,3,2,33894
682,Mike  Cox ,138,32,10,3,5,9277
683,Andrew  Dunne,138,32,10,3,1,6568
684,Chris  Rigby,138,32,10,3,7,2212
685,Nickie Aiken,139,14,7,3,2,17049
686,Chuka Umunna,139,14,7,3,5,13096
687,Gordon Nardell,139,14,7,3,1,11624
688,Zack Polanski,139,14,7,3,7,728
689,Jill McLachlan,139,14,7,3,26,125
690,Dirk van Heck,139,14,7,3,10,101
691,Christian Matheson,140,48,5,3,1,27082
692,Samantha George,140,48,5,3,2,20918
693,Bob Thompson,140,48,5,3,5,3734
694,Nicholas Brown,140,48,5,3,7,1438
695,Andy Argyle,140,48,5,3,3,1388
696,Mary Foy,141,26,12,3,1,20531
697,William Morgan,141,26,12,3,2,15506
698,Amanda Hopgood,141,26,12,3,5,7935
699,Lesley Wright,141,26,12,3,3,3252
700,Jonathan Elmer,141,26,12,3,7,1635
701,Giles Watling,142,17,9,3,2,31438
702,Kevin Bonavia,142,17,9,3,1,6736
703,Callum Robertson,142,17,9,3,5,2541
704,Chris Southall,142,17,9,3,7,1225
705,Andy Morgan,142,17,9,3,6,1099
706,Colin Bennett,142,17,9,3,6,243
707,Just-John Sexton,142,17,9,3,9,224
708,Martin Vickers,143,23,8,3,2,31969
709,Ros James,143,23,8,3,1,10551
710,Roy Horobin,143,23,8,3,5,2535
711,Jodi Shanahan,143,23,8,3,7,1284
712,Simon Baynes,144,2,1,1,2,16222
713,Susan Jones,144,2,1,1,1,14983
714,Chris Allen,144,2,1,1,4,2137
715,Calum Davies,144,2,1,1,5,1496
716,Jamie Adams,144,2,1,1,3,1468
717,David Jones,145,2,1,1,2,20403
718,Joanne Thomas,145,2,1,1,1,13656
719,Elfed Williams,145,2,1,1,4,3907
720,David Wilkins,145,2,1,1,5,2237
721,Steven Bonnar,146,3,2,2,8,22680
722,Hugh Gaffney,146,3,2,2,1,17056
723,Nathan Wilson,146,3,2,2,2,6113
724,David Stevens,146,3,2,2,5,1564
725,Patrick McAleer,146,3,2,2,7,808
726,Will Quince,147,17,9,3,2,26917
727,Tina McKay,147,17,9,3,1,17494
728,Martin Goss,147,17,9,3,5,7432
729,Mark Goacher,147,17,9,3,7,1530
730,Jason McCartney,148,19,8,3,2,29482
731,Thelma Walker,148,19,8,3,1,24379
732,Cahal Burke,148,19,8,3,5,3815
733,Sue Harrison,148,19,8,3,3,1268
734,Darryl Gould,148,19,8,3,7,1068
735,Owen Aspinall,148,19,8,3,12,548
736,Melanie Roberts,148,19,8,3,27,230
737,Colin Peel,148,19,8,3,6,102
738,Fiona Bruce,149,48,5,3,2,33747
739,Jo Dale,149,48,5,3,1,15186
740,Paul Duffy,149,48,5,3,5,6026
741,Richard McCarthy,149,48,5,3,7,1616
742,Jane Smith,149,48,5,3,23,658
743,Trudy Harrison,150,16,5,3,2,22856
744,Tony Lywood,150,16,5,3,1,17014
745,John Studholme,150,16,5,3,5,1888
746,Jack  Lenox,150,16,5,3,7,765
747,Tom Pursglove,151,49,6,3,2,33410
748,Beth Miller,151,49,6,3,1,23142
749,Chris Stanbra,151,49,6,3,5,3923
750,Colleen Fletcher,152,5,4,3,1,23412
751,Sophie Richards,152,5,4,3,2,15720
752,Iddrisu Sufyan,152,5,4,3,3,2110
753,Nukey Proctor,152,5,4,3,5,2061
754,Matthew Handley,152,5,4,3,7,1141
755,Taiwo Owatemi,153,5,4,3,1,20918
756,Clare Golby,153,5,4,3,2,20710
757,Greg  Judge,153,5,4,3,5,2717
758,Joshua  Richardson,153,5,4,3,3,1956
759,Stephen Gray,153,5,4,3,7,1443
760,Zarah Sultana,154,5,4,3,1,19544
761,Mattie Heaven,154,5,4,3,2,19143
762,Stephen Richmond,154,5,4,3,5,3398
763,James Crocker,154,5,4,3,3,1432
764,Becky Finlayson,154,5,4,3,7,1092
765,Ed Manning,154,5,4,3,6,435
766,Henry Smith,155,9,3,3,2,27040
767,Peter Lamb,155,9,3,3,1,18680
768,Khalil Yousuf,155,9,3,3,5,2728
769,Iain Dickson,155,9,3,3,7,1451
770,Kieran Mullan,156,48,5,3,2,28704
771,Laura Smith,156,48,5,3,1,20196
772,Matthew  Theobald,156,48,5,3,5,2618
773,Matt Wood,156,48,5,3,3,1390
774,Te Ata Browne,156,48,5,3,7,975
775,Andrew Kinsman,156,48,5,3,41,149
776,Sarah Jones,157,14,7,3,1,27124
777,Mario Creatura,157,14,7,3,2,21175
778,Simon Sprague,157,14,7,3,5,3532
779,Esther Sutton,157,14,7,3,7,1215
780,Peter Sonnex,157,14,7,3,3,999
781,Steve Reed,158,14,7,3,14,36495
782,Donald Ekekhomen,158,14,7,3,2,11822
783,Claire Bonham,158,14,7,3,5,4476
784,Rachel Chance,158,14,7,3,7,1629
785,Chidi Ngwaba,158,14,7,3,3,839
786,Candace Mictchell,158,14,7,3,26,348
787,Chris Philp,159,14,7,3,2,30985
788,Olga FitzRoy,159,14,7,3,1,18646
789,Anna  Jones,159,14,7,3,5,7503
790,Peter Underwood,159,14,7,3,7,1782
791,Kathleen Garner,159,14,7,3,27,442
792,Stuart C. McDonald,160,3,2,2,8,24158
793,James McPhilemy,160,3,2,2,1,11182
794,Roz McCall,160,3,2,2,2,7380
795,Susan Murray,160,3,2,2,5,2966
796,Beth Winter,161,28,1,1,1,15533
797,Pauline Church,161,28,1,1,2,6711
798,Rebecca Rees-Evans,161,28,1,1,3,3045
799,Geraint Benney,161,28,1,1,4,2562
800,Andrew Chainey,161,28,1,1,45,1322
801,Steve Bray,161,28,1,1,5,949
802,Ian McLean,161,28,1,1,13,114
803,Jon Cruddas,162,14,7,3,1,19468
804,Damian White,162,14,7,3,2,19175
805,Tom Bewick,162,14,7,3,3,2887
806,Sam Fisk,162,14,7,3,5,1182
807,Azzees Minott,162,14,7,3,7,602
808,Ron Emin,162,14,7,3,6,212
809,Terry London,162,14,7,3,6,209
810,Peter Gibson,163,26,12,3,2,20901
811,Jenny Chapman,163,26,12,3,1,17607
812,Anne-Marie Curry,163,26,12,3,5,2097
813,Dave Mawson,163,26,12,3,3,1544
814,Matthew Snedker,163,26,12,3,7,1057
815,Monty Brack,163,26,12,3,6,292
816,Gareth Johnson,164,11,3,3,2,34006
817,Sacha Gosine,164,11,3,3,1,14846
818,Kyle Marsh,164,11,3,3,5,3736
819,Mark Lindop,164,11,3,3,7,1435
820,Chris Heaton-Harris,165,49,6,3,2,37055
821,Paul Joyce,165,49,6,3,1,10975
822,Andrew Simpson,165,49,6,3,5,7032
823,Clare Slater,165,49,6,3,7,2341
824,Rob Roberts,166,2,1,1,2,16756
825,David Hanson,166,2,1,1,1,15891
826,Andrew Parkhurst,166,2,1,1,5,2346
827,Nigel Williams,166,2,1,1,3,1971
828,Paul Rowlinson,166,2,1,1,4,1406
829,Andrew Gwynne,167,6,5,3,1,19317
830,Iain Bott,167,6,5,3,2,13142
831,Martin Power,167,6,5,3,3,3039
832,Dominic  Hardwick,167,6,5,3,5,1642
833,Gary Lawson,167,6,5,3,7,1124
834,Farmin Lord F'Tang F'Tang  Dave,167,6,5,3,9,324
835,Amanda Solloway,168,7,6,3,2,21259
836,Tony Tinley,168,7,6,3,1,18719
837,Gregory Webb,168,7,6,3,5,3450
838,Alan Graves,168,7,6,3,3,1908
839,Helen Hitchcock,168,7,6,3,7,1046
840,Chris Williamson,168,7,6,3,6,635
841,Sarah Dines,169,7,6,3,2,29356
842,Claire Raw,169,7,6,3,1,11975
843,Robert Court,169,7,6,3,5,6627
844,Matt Buckler,169,7,6,3,7,2058
845,Margaret Beckett,170,7,6,3,1,21690
846,Ed Barker,170,7,6,3,2,15671
847,Joe Naitta,170,7,6,3,5,2621
848,Timothy  Prosser,170,7,6,3,3,2480
849,Danny Kruger,171,47,10,3,2,32150
850,Jo Waltham,171,47,10,3,5,8157
851,Rachael Schneider Ross,171,47,10,3,1,7838
852,Emma Dawnay,171,47,10,3,7,2809
853,Mark Eastwood,172,19,8,3,2,26179
854,Paula Sherriff,172,19,8,3,1,24618
855,John Rossington,172,19,8,3,5,2406
856,Philip James,172,19,8,3,3,1874
857,Simon Cope,172,19,8,3,7,1060
858,Archibald  Stanton,172,19,8,3,9,252
859,Rosie Winterton,173,15,8,3,1,16638
860,Roberto Weeden-Sanz,173,15,8,3,2,14360
861,Surjit Duhre,173,15,8,3,3,6842
862,Paul Horton,173,15,8,3,5,1748
863,Leon French,173,15,8,3,12,1012
864,Frank Sheridan,173,15,8,3,7,981
865,Edward Miliband,174,15,8,3,1,15740
866,Katrina Sale,174,15,8,3,2,13370
867,Andy  Stewart,174,15,8,3,3,8294
868,Joe Otten,174,15,8,3,5,1476
869,Stevie Manion,174,15,8,3,12,959
870,Frank Calladine,174,15,8,3,24,309
871,Eddie Todd,174,15,8,3,6,220
872,Wendy Bailey,174,15,8,3,6,188
873,Neil  Wood,174,15,8,3,6,142
874,Nick Fletcher,175,15,8,3,2,19609
875,Caroline Flint,175,15,8,3,1,15979
876,Paul Whitehurst,175,15,8,3,3,6247
877,Mark Alcock,175,15,8,3,5,1907
878,Kate Needham,175,15,8,3,7,872
879,Chris Holmes,175,15,8,3,12,823
880,Natalie Elphicke,176,11,3,3,2,28830
881,Charlotte Cornell,176,11,3,3,1,16552
882,Simon Dodd,176,11,3,3,5,2895
883,Beccy Sawbridge,176,11,3,3,7,1371
884,Nathan Sutton,176,11,3,3,6,916
885,Eljai Morais,176,11,3,3,36,137
886,Marco Longhi,177,5,4,3,2,23134
887,Melanie Dudley,177,5,4,3,1,11601
888,Ian Flynn,177,5,4,3,5,1210
889,Mike Harrison,177,5,4,3,7,739
890,Mike Wood,178,5,4,3,2,24835
891,Lucy Caldicott,178,5,4,3,1,9270
892,Jonathan  Bramall,178,5,4,3,5,1608
893,Cate Mohr,178,5,4,3,7,863
894,Helen Hayes,179,14,7,3,1,36521
895,Jonathan Bartley,179,14,7,3,7,9211
896,Jane Lyons,179,14,7,3,2,9160
897,Julia Stephenson,179,14,7,3,3,571
898,Anthony Hodgson,179,14,7,3,26,242
899,John Plume,179,14,7,3,27,73
900,Alister Jack,180,3,2,2,2,22678
901,Richard Arkless,180,3,2,2,8,20873
902,Ted Thompson,180,3,2,2,1,4745
903,McNabb Laurie,180,3,2,2,5,3133
904,David Mundell,181,3,2,2,2,22611
905,Amanda Burgauer,181,3,2,2,8,18830
906,Nick Chisholm,181,3,2,2,1,4172
907,John Ferry,181,3,2,2,5,3540
908,Stewart Hosie,182,3,2,2,8,24361
909,Philip Scott,182,3,2,2,2,10986
910,Rosalind Garton,182,3,2,2,1,6045
911,Michael Crichton,182,3,2,2,5,3573
912,George Morton,182,3,2,2,6,312
913,Chris Law,183,3,2,2,8,22355
914,Jim Malone,183,3,2,2,1,10096
915,Tess White,183,3,2,2,2,5149
916,Daniel Coleman,183,3,2,2,5,2468
917,Stuart Waiton,183,3,2,2,3,1271
918,Quinta Arrey,183,3,2,2,26,240
919,Douglas Chapman,184,3,2,2,8,23727
920,Cara Hilton,184,3,2,2,14,13028
921,Moira Benny,184,3,2,2,2,11207
922,Rebecca Bell,184,3,2,2,5,4262
923,Mags Hall,184,3,2,2,7,1258
924,Liz Saville Roberts,185,8,1,1,4,14447
925,Tomos Davies,185,8,1,1,2,9707
926,Graham Hogg,185,8,1,1,1,3998
927,Louise Hughes,185,8,1,1,3,1776
928,Rupa Huq,186,14,7,3,1,28132
929,Julian  Gallant,186,14,7,3,2,14832
930,Sonul Badiani,186,14,7,3,5,9444
931,Kate Crossland,186,14,7,3,7,1735
932,Samir Alsoodani,186,14,7,3,3,664
933,James Murray,187,14,7,3,14,28036
934,Anthony Pickles,187,14,7,3,2,15767
935,Henrietta Bewley,187,14,7,3,5,4370
936,Jeremy Parker,187,14,7,3,7,1458
937,Virendra Sharma,188,14,7,3,1,25678
938,Tom Bennett,188,14,7,3,2,9594
939,Tariq Mahmood,188,14,7,3,5,3933
940,Darren Moore,188,14,7,3,7,1688
941,Rosamund Beattie,188,14,7,3,3,867
942,Suzanne Fernandes,188,14,7,3,26,287
943,Hassan Zulkifal,188,14,7,3,37,170
944,Grahame Morris,189,26,12,3,1,15723
945,Clare Ambrosino,189,26,12,3,2,9142
946,Julie Maughan,189,26,12,3,3,6744
947,Dominic Haney,189,26,12,3,5,1526
948,Susan McDonnell,189,26,12,3,46,1448
949,Sammy Wilson,190,21,11,4,16,16871
950,Danny Donnelly,190,21,11,4,17,10165
951,Steve Aiken,190,21,11,4,18,5475
952,Oliver McMullan,190,21,11,4,19,2120
953,Aaron Rankin,190,21,11,4,2,1043
954,Angela Mulholland,190,21,11,4,20,902
955,Philip Randle,190,21,11,4,7,685
956,Caroline Ansell,191,24,3,3,2,26951
957,Stephen Lloyd,191,24,3,3,5,22620
958,Jake Lambert,191,24,3,3,1,3848
959,Stephen Gander,191,24,3,3,3,1530
960,Ken Pollock,191,24,3,3,6,185
961,Simon Jupp,192,45,10,3,2,32577
962,Claire Wright,192,45,10,3,6,25869
963,Dan Wilson,192,45,10,3,1,2870
964,Eleanor Rylance,192,45,10,3,5,1771
965,Henry Gent,192,45,10,3,7,711
966,Peter Faithfull,192,45,10,3,6,275
967,Amy Callaghan,193,3,2,2,8,19672
968,Jo Swinson,193,3,2,2,5,19523
969,Pam Gosal,193,3,2,2,2,7455
970,Callum McNally,193,3,2,2,1,4839
971,Carolynn Scrimgeour,193,3,2,2,7,916
972,Rosie Dickson,193,3,2,2,6,221
973,Donald MacKay,193,3,2,2,27,208
974,Liam McKechnie,193,3,2,2,47,197
975,Stephen Timms,194,14,7,3,1,41703
976,Scott Pattenden,194,14,7,3,2,8527
977,Michael Fox,194,14,7,3,5,2158
978,Alka Sehgal Cuthbert,194,14,7,3,3,1107
979,Mike Spracklin,194,14,7,3,7,883
980,Kamran Malik,194,14,7,3,48,250
981,Damian Hinds,195,4,3,3,2,33446
982,David Buxton,195,4,3,3,5,13750
983,Gaynor Austin,195,4,3,3,1,6287
984,Zoe Parker,195,4,3,3,7,2600
985,Jim Makin,195,4,3,3,27,616
986,Eddie Trotter,195,4,3,3,49,196
987,Lisa Cameron,196,3,2,2,8,26113
988,Monique McAdams,196,3,2,2,1,12791
989,Gail Macgregor,196,3,2,2,2,11961
990,Ewan McRobert,196,3,2,2,5,3760
991,Erica Bradley-Young,196,3,2,2,7,1153
992,David Mackay,196,3,2,2,27,559
993,Paul Holmes,197,4,3,3,2,32690
994,Lynda Murphy,197,4,3,3,5,17083
995,Sam Jordan,197,4,3,3,1,7559
996,Ron Meldrum,197,4,3,3,7,1639
997,Gregory Campbell,198,21,11,4,16,15765
998,Cara Hunter,198,21,11,4,20,6158
999,Dermot  Nicholl,198,21,11,4,19,6128
1000,Chris McCaw,198,21,11,4,17,5921
1001,Richard Holmes,198,21,11,4,18,3599
1002,SeÃ¡n McNicholl,198,21,11,4,21,1731
1003,Kenny MacAskill,199,3,2,2,8,21156
1004,Martin Whitfield,199,3,2,2,1,17270
1005,Craig Hoy,199,3,2,2,2,15523
1006,Robert O'Riordan,199,3,2,2,5,4071
1007,David Sisson,199,3,2,2,27,493
1008,Kirsten Oswald,200,3,2,2,8,24877
1009,Paul Masterton,200,3,2,2,2,19451
1010,Carolann Davidson,200,3,2,2,1,6855
1011,Andrew McGlynn,200,3,2,2,5,4174
1012,Claire Coutinho,201,50,3,3,2,35624
1013,Alex Ehmann,201,50,3,3,5,11584
1014,Frances Rehal,201,50,3,3,1,8247
1015,Joseph Booton,201,50,3,3,7,2340
1016,Helena Windsor,201,50,3,3,6,1374
1017,Martin Hogbin,201,50,3,3,9,521
1018,Tim Loughton,202,9,3,3,2,27107
1019,Lavinia O'Connor,202,9,3,3,1,19633
1020,Ashley Ridley,202,9,3,3,5,4127
1021,Leslie Groves Williams,202,9,3,3,7,2006
1022,Sophie Cook,202,9,3,3,6,255
1023,Greg Knight,203,23,8,3,2,33988
1024,Catherine Minnis,203,23,8,3,1,11201
1025,Dale Needham,203,23,8,3,5,4219
1026,Tim  Norman,203,23,8,3,12,1686
1027,Mike Jackson,203,23,8,3,7,1675
1028,Edward Timpson,204,48,5,3,2,30095
1029,Terry  Savage,204,48,5,3,1,11652
1030,Antoinette Sandbach,204,48,5,3,5,9582
1031,Louise  Jewkes,204,48,5,3,7,1191
1032,Andrea  Allen,204,48,5,3,27,451
1033,Tommy Sheppard,205,3,2,2,8,23165
1034,Sheila Gilmore,205,3,2,2,1,12748
1035,Eleanor Price,205,3,2,2,2,6549
1036,Jill Reilly,205,3,2,2,5,3289
1037,Claire Miller,205,3,2,2,7,2064
1038,Deidre Brock,206,3,2,2,8,25925
1039,Gordon Munro,206,3,2,2,14,13117
1040,Iain McGill,206,3,2,2,2,11000
1041,Bruce Wilson,206,3,2,2,5,6635
1042,Steve Burgess,206,3,2,2,7,1971
1043,Robert Speirs,206,3,2,2,3,558
1044,Heather Astbury,206,3,2,2,32,138
1045,Ian Murray,207,3,2,2,1,23745
1046,Catriona MacDonald,207,3,2,2,8,12650
1047,Nick Cook,207,3,2,2,2,8161
1048,Alan Beal,207,3,2,2,5,3819
1049,Kate Nevens,207,3,2,2,7,1357
1050,Joanna Cherry,208,3,2,2,8,24830
1051,Callum Laidlaw,208,3,2,2,2,12848
1052,Sophie Cooke,208,3,2,2,1,7478
1053,Tom Inglis,208,3,2,2,5,4971
1054,Ben Parker,208,3,2,2,7,1265
1055,David Ballantine,208,3,2,2,3,625
1056,Mev Brown,208,3,2,2,13,114
1057,Christine Jardine,209,3,2,2,5,21766
1058,Sarah Masson,209,3,2,2,8,17997
1059,Graham Hutchison,209,3,2,2,2,9283
1060,Craig Bolton,209,3,2,2,1,4460
1061,Elaine Gunn,209,3,2,2,7,1027
1062,Kate Osamor,210,14,7,3,14,26217
1063,James Hockney,210,14,7,3,2,10202
1064,David Schmitz,210,14,7,3,5,2145
1065,Benjamin Maydon,210,14,7,3,7,862
1066,Sachin Sehgal,210,14,7,3,3,840
1067,Sabriye Warsame,210,14,7,3,6,75
1068,Justin Madders,211,48,5,3,1,26001
1069,Alison  Rodwell,211,48,5,3,2,17237
1070,Ed Gough,211,48,5,3,5,2406
1071,Chris Stevens,211,48,5,3,3,2138
1072,Chris Copeman,211,48,5,3,7,964
1073,Alec Shelbrooke,212,19,8,3,2,33726
1074,David Nagle,212,19,8,3,1,16373
1075,Stewart Golton,212,19,8,3,5,5155
1076,Penny Stables,212,19,8,3,7,1775
1077,Matthew Clover,212,19,8,3,12,1196
1078,Clive Efford,213,14,7,3,1,20550
1079,Louie French,213,14,7,3,2,17353
1080,Charley Hasted,213,14,7,3,5,2941
1081,Steve Kelleher,213,14,7,3,3,1523
1082,Matt Stratford,213,14,7,3,7,1322
1083,Feryal Clark,214,14,7,3,1,23340
1084,Joanne Laban,214,14,7,3,2,16848
1085,Guy Russo,214,14,7,3,5,2950
1086,Isobel Whittaker,214,14,7,3,7,1115
1087,Ike Ijeh,214,14,7,3,3,797
1088,Bambos Charalambous,215,14,7,3,1,22923
1089,David Burrowes,215,14,7,3,2,18473
1090,Rob Wilson,215,14,7,3,5,4344
1091,Luke Balnave,215,14,7,3,7,1042
1092,Parag Shah,215,14,7,3,3,494
1093,Eleanor Laing,216,17,9,3,2,32364
1094,Vicky Ashworth te Velde,216,17,9,3,1,10191
1095,Jon Whitehouse,216,17,9,3,5,5387
1096,Steven  Neville,216,17,9,3,7,1975
1097,Thomas  Hall,216,17,9,3,50,181
1098,Jon Newham,216,17,9,3,13,170
1099,Chris Grayling,217,50,3,3,2,31819
1100,Steve Gee,217,50,3,3,5,13946
1101,Ed Mayne,217,50,3,3,1,10226
1102,Janice Baker,217,50,3,3,7,2047
1103,Clive Woodbridge,217,50,3,3,6,1413
1104,Maggie Throup,218,7,6,3,2,27560
1105,Catherine Atkinson,218,7,6,3,1,16954
1106,James Archer,218,7,6,3,5,2487
1107,Brent Poland,218,7,6,3,7,1115
1108,Des Ball,218,7,6,3,6,388
1109,Richard Shaw,218,7,6,3,6,188
1110,Roy Dunn,218,7,6,3,6,122
1111,Abena Oppong-Asare,219,14,7,3,1,19882
1112,Joe Robertson,219,14,7,3,2,16124
1113,Tom Bright,219,14,7,3,3,2246
1114,Sam Webber,219,14,7,3,5,1984
1115,Claudine Letsae,219,14,7,3,7,876
1116,Richard  Mitchell,219,14,7,3,26,272
1117,Dominic Raab,220,50,3,3,2,31132
1118,Monica Harding,220,50,3,3,5,28389
1119,Peter Ashurst,220,50,3,3,1,2838
1120,Kylie Keens,220,50,3,3,6,347
1121,Baron Badger,220,50,3,3,9,326
1122,Kyle Taylor,220,50,3,3,43,52
1123,Ben Bradshaw,221,45,10,3,1,29882
1124,John Gray,221,45,10,3,2,19479
1125,Joe Levy,221,45,10,3,7,4838
1126,Leslie Willis,221,45,10,3,3,1428
1127,Daniel Page,221,45,10,3,6,306
1128,Duncan Odgers,221,45,10,3,27,259
1129,John McNally,222,3,2,2,8,29351
1130,Lynn Munro,222,3,2,2,2,14403
1131,Safia Ali,222,3,2,2,1,6243
1132,Austin Reid,222,3,2,2,5,3990
1133,Tom McLaughlin,222,3,2,2,7,1885
1134,Suella Braverman,223,4,3,3,2,36459
1135,Matthew Randall,223,4,3,3,1,10373
1136,Matthew Winnington,223,4,3,3,5,8006
1137,Nick Lyle,223,4,3,3,7,2412
1138,Helen Whately,224,11,3,3,2,31864
1139,Jenny Reeves,224,11,3,3,1,9888
1140,Hannah Perkin,224,11,3,3,5,6170
1141,Hannah Temple,224,11,3,3,7,2103
1142,Gary Butler,224,11,3,3,6,369
1143,Seema Malhotra,225,14,7,3,14,24876
1144,Jane Keep,225,14,7,3,2,17017
1145,Hina Malik,225,14,7,3,5,3127
1146,Martyn Nelson,225,14,7,3,3,1658
1147,Tony Firkins,225,14,7,3,7,1133
1148,Michelle Gildernew,226,21,11,4,19,21986
1149,Tom Elliott,226,21,11,4,18,21929
1150,Adam  Gannon,226,21,11,4,20,3446
1151,Matthew Beaumont,226,21,11,4,17,2650
1152,Caroline Wheeler,226,21,11,4,6,751
1153,Jack Lopresti,227,18,10,3,2,26293
1154,Mhairi Threlfall,227,18,10,3,1,20647
1155,Louise Harris,227,18,10,3,5,4992
1156,Jenny Vernon,227,18,10,3,7,1563
1157,Elaine Hardwick,227,18,10,3,51,257
1158,Mike Freer,228,14,7,3,2,24162
1159,Luciana Berger,228,14,7,3,5,17600
1160,Ross Houston,228,14,7,3,1,13347
1161,Damian Collins,229,11,3,3,2,35483
1162,Laura Davison,229,11,3,3,1,14146
1163,Simon Bishop,229,11,3,3,5,5755
1164,Georgina Treloar,229,11,3,3,7,2706
1165,Henry Bolton,229,11,3,3,6,576
1166,Colin Menniss,229,11,3,3,13,190
1167,Rohen Kapur,229,11,3,3,50,80
1168,Andy Thomas,229,11,3,3,40,69
1169,Mark Harper,230,46,10,3,2,30680
1170,Di Martin,230,46,10,3,14,14811
1171,Chris McFarling,230,46,10,3,7,4681
1172,Julian Burrett,230,46,10,3,6,1303
1173,Colum Eastwood,231,21,11,4,20,26881
1174,Elisha McCallion,231,21,11,4,19,9771
1175,Gary Middleton,231,21,11,4,16,4773
1176,Anne McCloskey,231,21,11,4,21,2032
1177,Shaun Harkin,231,21,11,4,22,1332
1178,Rachael Ferguson,231,21,11,4,17,1267
1179,Darren Guy,231,21,11,4,18,1088
1180,Mark Menzies,232,27,5,3,2,28432
1181,Martin Mitchell,232,27,5,3,1,11821
1182,Mark  Jewell,232,27,5,3,5,3748
1183,Gina Dowding,232,27,5,3,7,1731
1184,Andy Higgins,232,27,5,3,6,927
1185,Edward Leigh,233,30,6,3,2,33893
1186,Perry Smith,233,30,6,3,1,10926
1187,Lesley Rollings,233,30,6,3,5,5157
1188,Mary Cavill,233,30,6,3,6,1070
1189,Maria Eagle,234,25,5,3,1,38578
1190,Neva Novaky,234,25,5,3,2,6954
1191,Kris Brown,234,25,5,3,5,3324
1192,Jake Fraser,234,25,5,3,3,2943
1193,Jean-Paul Roberts,234,25,5,3,7,1183
